"fdc_id","data_type","description","food_category_id","publication_date"
"1100884","survey_fndds_food","Bread, fruit","","2020-10-30"
"1100885","survey_fndds_food","Bread, zucchini","","2020-10-30"
"1100886","survey_fndds_food","Bread, Irish soda","","2020-10-30"
"1100887","survey_fndds_food","Cake batter, raw, chocolate","","2020-10-30"
"1100888","survey_fndds_food","Cake batter, raw, not chocolate","","2020-10-30"
"1100889","survey_fndds_food","Cake or cupcake, NS as to type","","2020-10-30"
"1100890","survey_fndds_food","Cake, angel food, without icing or filling","","2020-10-30"
"1100891","survey_fndds_food","Cake, angel food, with icing or filling","","2020-10-30"
"1100892","survey_fndds_food","Cake, angel food, with fruit and icing or filling","","2020-10-30"
"1100893","survey_fndds_food","Cake or cupcake, applesauce, without icing or filling","","2020-10-30"
"1100894","survey_fndds_food","Cake or cupcake, applesauce, with icing or filling","","2020-10-30"
"1100895","survey_fndds_food","Cake or cupcake, banana, without icing or filling","","2020-10-30"
"1100896","survey_fndds_food","Cake or cupcake, banana, with icing or filling","","2020-10-30"
"1100897","survey_fndds_food","Cake or cupcake, Black Forest","","2020-10-30"
"1100898","survey_fndds_food","Cake, Boston cream pie","","2020-10-30"
"1100899","survey_fndds_food","Cake or cupcake, carrot, without icing or filling","","2020-10-30"
"1100900","survey_fndds_food","Cake or cupcake, carrot, with icing or filling","","2020-10-30"
"1100901","survey_fndds_food","Cake, carrot, diet","","2020-10-30"
"1100902","survey_fndds_food","Cake or cupcake, coconut, with icing or filling","","2020-10-30"
"1100903","survey_fndds_food","Cheesecake","","2020-10-30"
"1100904","survey_fndds_food","Cheesecake with fruit","","2020-10-30"
"1100905","survey_fndds_food","Cheesecake, chocolate","","2020-10-30"
"1100906","survey_fndds_food","Cake or cupcake, chocolate, devil's food or fudge, with icing or filling","","2020-10-30"
"1100907","survey_fndds_food","Cake or cupcake, chocolate, devil's food or fudge, without icing or filling","","2020-10-30"
"1100908","survey_fndds_food","Cake or cupcake, German chocolate, with icing or filling","","2020-10-30"
"1100909","survey_fndds_food","Cake, chocolate, with icing, diet","","2020-10-30"
"1100910","survey_fndds_food","Cake, cream, without icing or topping","","2020-10-30"
"1100911","survey_fndds_food","Snack cake, chocolate, with icing or filling","","2020-10-30"
"1100912","survey_fndds_food","Snack cake, chocolate, with icing or filling, reduced fat and calories","","2020-10-30"
"1100913","survey_fndds_food","Snack cake, not chocolate, with icing or filling","","2020-10-30"
"1100914","survey_fndds_food","Snack cake, not chocolate, with icing or filling, reduced fat and calories","","2020-10-30"
"1100915","survey_fndds_food","Cake, Dobos Torte","","2020-10-30"
"1100916","survey_fndds_food","Cake, fruit cake, light or dark, holiday type cake","","2020-10-30"
"1100917","survey_fndds_food","Cake or cupcake, gingerbread","","2020-10-30"
"1100918","survey_fndds_food","Ice cream cake","","2020-10-30"
"1100919","survey_fndds_food","Cake, jelly roll","","2020-10-30"
"1100920","survey_fndds_food","Cake or cupcake, lemon, without icing or filling","","2020-10-30"
"1100921","survey_fndds_food","Cake or cupcake, lemon, with icing or filling","","2020-10-30"
"1100922","survey_fndds_food","Cake or cupcake, marble, without icing or filling","","2020-10-30"
"1100923","survey_fndds_food","Cake or cupcake, marble, with icing or filling","","2020-10-30"
"1100924","survey_fndds_food","Cake or cupcake, nut, without icing or filling","","2020-10-30"
"1100925","survey_fndds_food","Cake or cupcake, nut, with icing or filling","","2020-10-30"
"1100926","survey_fndds_food","Cake or cupcake, oatmeal","","2020-10-30"
"1100927","survey_fndds_food","Cake or cupcake, peanut butter","","2020-10-30"
"1100928","survey_fndds_food","Cake, pound, without icing or filling","","2020-10-30"
"1100929","survey_fndds_food","Cake, pound, with icing or filling","","2020-10-30"
"1100930","survey_fndds_food","Cake, pound, chocolate","","2020-10-30"
"1100931","survey_fndds_food","Cake, pound, Puerto Rican style","","2020-10-30"
"1100932","survey_fndds_food","Cake, pound, reduced fat, cholesterol free","","2020-10-30"
"1100933","survey_fndds_food","Cake or cupcake, pumpkin, without icing or filling","","2020-10-30"
"1100934","survey_fndds_food","Cake or cupcake, pumpkin, with icing or filling","","2020-10-30"
"1100935","survey_fndds_food","Cake or cupcake, raisin-nut","","2020-10-30"
"1100936","survey_fndds_food","Cake, Ravani","","2020-10-30"
"1100937","survey_fndds_food","Cake, rice flour, without icing or filling","","2020-10-30"
"1100938","survey_fndds_food","Cake, Quezadilla, El Salvadorian style","","2020-10-30"
"1100939","survey_fndds_food","Cake or cupcake, spice, without icing or filling","","2020-10-30"
"1100940","survey_fndds_food","Cake or cupcake, spice, with icing or filling","","2020-10-30"
"1100941","survey_fndds_food","Cake, sponge, without icing or filling","","2020-10-30"
"1100942","survey_fndds_food","Cake, sponge, with icing or filling","","2020-10-30"
"1100943","survey_fndds_food","Cake, sponge, chocolate","","2020-10-30"
"1100944","survey_fndds_food","Rum cake, without icing","","2020-10-30"
"1100945","survey_fndds_food","Cake, torte","","2020-10-30"
"1100946","survey_fndds_food","Cake, tres leche","","2020-10-30"
"1100947","survey_fndds_food","Cake, pineapple, upside down","","2020-10-30"
"1100948","survey_fndds_food","Cake or cupcake, white, with icing or filling","","2020-10-30"
"1100949","survey_fndds_food","Cake or cupcake, white, without icing or filling","","2020-10-30"
"1100950","survey_fndds_food","Cake or cupcake, yellow, with icing or filling","","2020-10-30"
"1100951","survey_fndds_food","Cake or cupcake, yellow, without icing or filling","","2020-10-30"
"1100952","survey_fndds_food","Cake, shortcake, biscuit type, with whipped cream and fruit","","2020-10-30"
"1100953","survey_fndds_food","Cake, shortcake, biscuit type, with fruit","","2020-10-30"
"1100954","survey_fndds_food","Cake, shortcake, sponge type, with whipped cream and fruit","","2020-10-30"
"1100955","survey_fndds_food","Cake, shortcake, sponge type, with fruit","","2020-10-30"
"1100956","survey_fndds_food","Cake, shortcake, with whipped topping and fruit, diet","","2020-10-30"
"1100957","survey_fndds_food","Cake or cupcake, zucchini","","2020-10-30"
"1100958","survey_fndds_food","Cookie, batter or dough, raw","","2020-10-30"
"1100959","survey_fndds_food","Cookie, NFS","","2020-10-30"
"1100960","survey_fndds_food","Cookie, almond","","2020-10-30"
"1100961","survey_fndds_food","Cookie, applesauce","","2020-10-30"
"1100962","survey_fndds_food","Cookie, biscotti","","2020-10-30"
"1100963","survey_fndds_food","Cookie, brownie, NS as to icing","","2020-10-30"
"1100964","survey_fndds_food","Cookie, brownie, without icing","","2020-10-30"
"1100965","survey_fndds_food","Cookie, brownie, with icing or filling","","2020-10-30"
"1100966","survey_fndds_food","Cookie, brownie, reduced fat, NS as to icing","","2020-10-30"
"1100967","survey_fndds_food","Cookie, brownie, fat free, NS as to icing","","2020-10-30"
"1100968","survey_fndds_food","Cookie, butterscotch, brownie","","2020-10-30"
"1100969","survey_fndds_food","Cookie, bar, with chocolate","","2020-10-30"
"1100970","survey_fndds_food","Cookie, chocolate chip","","2020-10-30"
"1100971","survey_fndds_food","Cookie, chocolate chip, made from home recipe or purchased at a bakery","","2020-10-30"
"1100972","survey_fndds_food","Cookie, chocolate chip, reduced fat","","2020-10-30"
"1100973","survey_fndds_food","Cookie, chocolate chip sandwich","","2020-10-30"
"1100974","survey_fndds_food","Cookie, chocolate, made with rice cereal","","2020-10-30"
"1100975","survey_fndds_food","Cookie, chocolate, made with oatmeal and coconut, no bake","","2020-10-30"
"1100976","survey_fndds_food","Cookie, chocolate or fudge","","2020-10-30"
"1100977","survey_fndds_food","Cookie, chocolate or fudge, reduced fat","","2020-10-30"
"1100978","survey_fndds_food","Cookie, chocolate, with chocolate filling or coating, fat free","","2020-10-30"
"1100979","survey_fndds_food","Cookie, marshmallow, chocolate-covered","","2020-10-30"
"1100980","survey_fndds_food","Cookie, marshmallow pie, chocolate covered","","2020-10-30"
"1100981","survey_fndds_food","Cookie, chocolate, with icing or coating","","2020-10-30"
"1100982","survey_fndds_food","Cookie, sugar wafer, chocolate-covered","","2020-10-30"
"1100983","survey_fndds_food","Cookie, chocolate sandwich","","2020-10-30"
"1100984","survey_fndds_food","Cookie, chocolate sandwich, reduced fat","","2020-10-30"
"1100985","survey_fndds_food","Cookie, chocolate, sandwich, with extra filling","","2020-10-30"
"1100986","survey_fndds_food","Cookie, chocolate and vanilla sandwich","","2020-10-30"
"1100987","survey_fndds_food","Cookie, chocolate wafer","","2020-10-30"
"1100988","survey_fndds_food","Cookie, graham cracker with chocolate and marshmallow","","2020-10-30"
"1100989","survey_fndds_food","Cookie bar, with chocolate, nuts, and graham crackers","","2020-10-30"
"1100990","survey_fndds_food","Cookie, coconut","","2020-10-30"
"1100991","survey_fndds_food","Cookie, fruit-filled bar","","2020-10-30"
"1100992","survey_fndds_food","Cookie, fruit-filled bar, fat free","","2020-10-30"
"1100993","survey_fndds_food","Cookie, fig bar","","2020-10-30"
"1100994","survey_fndds_food","Cookie, fig bar, fat free","","2020-10-30"
"1100995","survey_fndds_food","Cookie, fortune","","2020-10-30"
"1100996","survey_fndds_food","Cookie, cone shell, ice cream type, wafer or cake","","2020-10-30"
"1100997","survey_fndds_food","Cookie, gingersnaps","","2020-10-30"
"1100998","survey_fndds_food","Cookie, granola","","2020-10-30"
"1100999","survey_fndds_food","Cookie, ladyfinger","","2020-10-30"
"1101000","survey_fndds_food","Cookie, lemon bar","","2020-10-30"
"1101001","survey_fndds_food","Cookie, macaroon","","2020-10-30"
"1101002","survey_fndds_food","Cookie, marshmallow, with coconut","","2020-10-30"
"1101003","survey_fndds_food","Cookie, marshmallow, with rice cereal, no bake","","2020-10-30"
"1101004","survey_fndds_food","Cookie, marshmallow, with rice cereal and chocolate chips","","2020-10-30"
"1101005","survey_fndds_food","Cookie, marshmallow and peanut butter, with oat cereal, no bake","","2020-10-30"
"1101006","survey_fndds_food","Cookie, meringue","","2020-10-30"
"1101007","survey_fndds_food","Cookie, molasses","","2020-10-30"
"1101008","survey_fndds_food","Cookie, Lebkuchen","","2020-10-30"
"1101009","survey_fndds_food","Cookie, multigrain, high fiber","","2020-10-30"
"1101010","survey_fndds_food","Cookie, oatmeal","","2020-10-30"
"1101011","survey_fndds_food","Cookie, oatmeal, with raisins","","2020-10-30"
"1101012","survey_fndds_food","Cookie, oatmeal, reduced fat, NS as to raisins","","2020-10-30"
"1101013","survey_fndds_food","Cookie, oatmeal sandwich, with creme filling","","2020-10-30"
"1101014","survey_fndds_food","Cookie, oatmeal, with chocolate chips","","2020-10-30"
"1101015","survey_fndds_food","Cookie, oatmeal sandwich, with peanut butter and jelly filling","","2020-10-30"
"1101016","survey_fndds_food","Cookie, oatmeal, with chocolate and peanut butter, no bake","","2020-10-30"
"1101017","survey_fndds_food","Cookie, peanut butter","","2020-10-30"
"1101018","survey_fndds_food","Cookie, peanut butter, with chocolate","","2020-10-30"
"1101019","survey_fndds_food","Cookie, peanut butter with rice cereal, no bake","","2020-10-30"
"1101020","survey_fndds_food","Cookie, peanut butter sandwich","","2020-10-30"
"1101021","survey_fndds_food","Cookie, with peanut butter filling, chocolate-coated","","2020-10-30"
"1101022","survey_fndds_food","Cookie, Pfeffernusse","","2020-10-30"
"1101023","survey_fndds_food","Cookie, Pizzelle","","2020-10-30"
"1101024","survey_fndds_food","Cookie, pumpkin","","2020-10-30"
"1101025","survey_fndds_food","Cookie, raisin","","2020-10-30"
"1101026","survey_fndds_food","Cookie, raisin sandwich, cream-filled","","2020-10-30"
"1101027","survey_fndds_food","Cookie, rum ball, no bake","","2020-10-30"
"1101028","survey_fndds_food","Cookie, sandwich-type, not chocolate or vanilla","","2020-10-30"
"1101029","survey_fndds_food","Cookie, shortbread","","2020-10-30"
"1101030","survey_fndds_food","Cookie, shortbread, reduced fat","","2020-10-30"
"1101031","survey_fndds_food","Cookie, shortbread, with icing or filling ","","2020-10-30"
"1101032","survey_fndds_food","Pocky","","2020-10-30"
"1101033","survey_fndds_food","Cookie, animal","","2020-10-30"
"1101034","survey_fndds_food","Cookie, animal, with frosting or icing","","2020-10-30"
"1101035","survey_fndds_food","Cookie, butter or sugar ","","2020-10-30"
"1101036","survey_fndds_food","Marie biscuit","","2020-10-30"
"1101037","survey_fndds_food","Cookie, butter or sugar, with fruit and/or nuts","","2020-10-30"
"1101038","survey_fndds_food","Cookie, sugar wafer","","2020-10-30"
"1101039","survey_fndds_food","Cookie, toffee bar","","2020-10-30"
"1101040","survey_fndds_food","Cookie, vanilla sandwich","","2020-10-30"
"1101041","survey_fndds_food","Cookie, vanilla sandwich, extra filling","","2020-10-30"
"1101042","survey_fndds_food","Cookie, vanilla sandwich, reduced fat","","2020-10-30"
"1101043","survey_fndds_food","Cookie, butter or sugar, with chocolate icing or filling","","2020-10-30"
"1101044","survey_fndds_food","Cookie, butter or sugar, with icing or filling other than chocolate","","2020-10-30"
"1101045","survey_fndds_food","Cookie, tea, Japanese","","2020-10-30"
"1101046","survey_fndds_food","Cookie, vanilla wafer","","2020-10-30"
"1101047","survey_fndds_food","Cookie, vanilla wafer, reduced fat","","2020-10-30"
"1101048","survey_fndds_food","Cookie, vanilla with caramel, coconut, and chocolate coating","","2020-10-30"
"1101049","survey_fndds_food","Cookie, rugelach","","2020-10-30"
"1101050","survey_fndds_food","Cookie, chocolate chip, sugar free","","2020-10-30"
"1101051","survey_fndds_food","Cookie, oatmeal, sugar free","","2020-10-30"
"1101052","survey_fndds_food","Cookie, sandwich, sugar free","","2020-10-30"
"1101053","survey_fndds_food","Cookie, sugar or plain, sugar free","","2020-10-30"
"1101054","survey_fndds_food","Cookie, sugar wafer, sugar free","","2020-10-30"
"1101055","survey_fndds_food","Cookie, peanut butter, sugar free","","2020-10-30"
"1101056","survey_fndds_food","Cookie, gluten free","","2020-10-30"
"1101057","survey_fndds_food","Cookies, Puerto Rican style","","2020-10-30"
"1101058","survey_fndds_food","Pie, NFS","","2020-10-30"
"1101059","survey_fndds_food","Pie, individual size or tart, NFS","","2020-10-30"
"1101060","survey_fndds_food","Pie, fried, NFS","","2020-10-30"
"1101061","survey_fndds_food","Pie, apple, two crust","","2020-10-30"
"1101062","survey_fndds_food","Pie, apple, individual size or tart","","2020-10-30"
"1101063","survey_fndds_food","Pie, apple, fried pie","","2020-10-30"
"1101064","survey_fndds_food","Pie, apple, one crust","","2020-10-30"
"1101065","survey_fndds_food","Pie, apricot, two crust","","2020-10-30"
"1101066","survey_fndds_food","Pie, apricot, individual size or tart","","2020-10-30"
"1101067","survey_fndds_food","Pie, apricot, fried pie","","2020-10-30"
"1101068","survey_fndds_food","Pie, blackberry, two crust","","2020-10-30"
"1101069","survey_fndds_food","Pie, blackberry, individual size or tart","","2020-10-30"
"1101070","survey_fndds_food","Pie, berry, not blackberry, blueberry, boysenberry, huckleberry, raspberry, or strawberry; two crust","","2020-10-30"
"1101071","survey_fndds_food","Pie, berry, not blackberry, blueberry, boysenberry, huckleberry, raspberry, or strawberry; one crust","","2020-10-30"
"1101072","survey_fndds_food","Pie, berry, not blackberry, blueberry, boysenberry, huckleberry, raspberry, or strawberry, individual size or tart","","2020-10-30"
"1101073","survey_fndds_food","Pie, blueberry, two crust","","2020-10-30"
"1101074","survey_fndds_food","Pie, blueberry, individual size or tart","","2020-10-30"
"1101075","survey_fndds_food","Pie, cherry, two crust","","2020-10-30"
"1101076","survey_fndds_food","Pie, cherry, one crust","","2020-10-30"
"1101077","survey_fndds_food","Pie, cherry, individual size or tart","","2020-10-30"
"1101078","survey_fndds_food","Pie, cherry, fried pie","","2020-10-30"
"1101079","survey_fndds_food","Pie, lemon, not cream or meringue","","2020-10-30"
"1101080","survey_fndds_food","Pie, lemon, not cream or meringue, individual size or tart","","2020-10-30"
"1101081","survey_fndds_food","Pie, lemon, fried pie","","2020-10-30"
"1101082","survey_fndds_food","Pie, mince, two crust","","2020-10-30"
"1101083","survey_fndds_food","Pie, peach, two crust","","2020-10-30"
"1101084","survey_fndds_food","Pie, peach, one crust","","2020-10-30"
"1101085","survey_fndds_food","Pie, peach, individual size or tart","","2020-10-30"
"1101086","survey_fndds_food","Pie, peach, fried pie","","2020-10-30"
"1101087","survey_fndds_food","Pie, pear, two crust","","2020-10-30"
"1101088","survey_fndds_food","Pie, pear, individual size or tart","","2020-10-30"
"1101089","survey_fndds_food","Pie, pineapple, two crust","","2020-10-30"
"1101090","survey_fndds_food","Pie, pineapple, individual size or tart","","2020-10-30"
"1101091","survey_fndds_food","Pie, raisin, two crust","","2020-10-30"
"1101092","survey_fndds_food","Pie, raisin, individual size or tart","","2020-10-30"
"1101093","survey_fndds_food","Pie, raspberry, one crust","","2020-10-30"
"1101094","survey_fndds_food","Pie, raspberry, two crust","","2020-10-30"
"1101095","survey_fndds_food","Pie, rhubarb, two crust","","2020-10-30"
"1101096","survey_fndds_food","Pie, strawberry, one crust","","2020-10-30"
"1101097","survey_fndds_food","Pie, strawberry-rhubarb, two crust","","2020-10-30"
"1101098","survey_fndds_food","Pie, strawberry, individual size or tart","","2020-10-30"
"1101099","survey_fndds_food","Pie, apple-sour cream","","2020-10-30"
"1101100","survey_fndds_food","Pie, cherry, made with cream cheese and sour cream","","2020-10-30"
"1101101","survey_fndds_food","Pie, banana cream","","2020-10-30"
"1101102","survey_fndds_food","Pie, banana cream, individual size or tart","","2020-10-30"
"1101103","survey_fndds_food","Pie, buttermilk","","2020-10-30"
"1101104","survey_fndds_food","Pie, chess","","2020-10-30"
"1101105","survey_fndds_food","Pie, chocolate cream","","2020-10-30"
"1101106","survey_fndds_food","Pie, chocolate cream, individual size or tart","","2020-10-30"
"1101107","survey_fndds_food","Pie, coconut cream","","2020-10-30"
"1101108","survey_fndds_food","Pie, coconut cream, individual size or tart","","2020-10-30"
"1101109","survey_fndds_food","Pie, custard","","2020-10-30"
"1101110","survey_fndds_food","Pie, custard, individual size or tart","","2020-10-30"
"1101111","survey_fndds_food","Mixed fruit tart filled with custard or cream cheese","","2020-10-30"
"1101112","survey_fndds_food","Dessert pizza","","2020-10-30"
"1101113","survey_fndds_food","Pie, lemon cream","","2020-10-30"
"1101114","survey_fndds_food","Pie, lemon cream, individual size or tart","","2020-10-30"
"1101115","survey_fndds_food","Pie, peanut butter cream","","2020-10-30"
"1101116","survey_fndds_food","Pie, pineapple cream","","2020-10-30"
"1101117","survey_fndds_food","Pie, pumpkin","","2020-10-30"
"1101118","survey_fndds_food","Pie, pumpkin, individual size or tart","","2020-10-30"
"1101119","survey_fndds_food","Pie, sour cream, raisin","","2020-10-30"
"1101120","survey_fndds_food","Pie, squash","","2020-10-30"
"1101121","survey_fndds_food","Pie, strawberry cream","","2020-10-30"
"1101122","survey_fndds_food","Pie, strawberry cream, individual size or tart","","2020-10-30"
"1101123","survey_fndds_food","Pie, sweet potato","","2020-10-30"
"1101124","survey_fndds_food","Pie, vanilla cream","","2020-10-30"
"1101125","survey_fndds_food","Pie, chiffon, not chocolate","","2020-10-30"
"1101126","survey_fndds_food","Pie, chiffon, chocolate","","2020-10-30"
"1101127","survey_fndds_food","Pie, black bottom","","2020-10-30"
"1101128","survey_fndds_food","Pie, lemon meringue","","2020-10-30"
"1101129","survey_fndds_food","Pie, lemon meringue, individual size or tart","","2020-10-30"
"1101130","survey_fndds_food","Pie, chocolate-marshmallow","","2020-10-30"
"1101131","survey_fndds_food","Pie, pecan","","2020-10-30"
"1101132","survey_fndds_food","Pie, pecan, individual size or tart","","2020-10-30"
"1101133","survey_fndds_food","Pie, oatmeal","","2020-10-30"
"1101134","survey_fndds_food","Pie, pudding, flavors other than chocolate","","2020-10-30"
"1101135","survey_fndds_food","Pie, Toll house chocolate chip","","2020-10-30"
"1101136","survey_fndds_food","Pie, shoo-fly","","2020-10-30"
"1101137","survey_fndds_food","Pie, tofu with fruit","","2020-10-30"
"1101138","survey_fndds_food","Pie shell","","2020-10-30"
"1101139","survey_fndds_food","Pie shell, graham cracker","","2020-10-30"
"1101140","survey_fndds_food","Pie shell, chocolate wafer","","2020-10-30"
"1101141","survey_fndds_food","Vanilla wafer dessert base","","2020-10-30"
"1101142","survey_fndds_food","Blintz, cheese-filled","","2020-10-30"
"1101143","survey_fndds_food","Blintz, fruit-filled","","2020-10-30"
"1101144","survey_fndds_food","Cobbler, apple","","2020-10-30"
"1101145","survey_fndds_food","Cobbler, apricot","","2020-10-30"
"1101146","survey_fndds_food","Cobbler, berry","","2020-10-30"
"1101147","survey_fndds_food","Cobbler, cherry","","2020-10-30"
"1101148","survey_fndds_food","Cobbler, peach","","2020-10-30"
"1101149","survey_fndds_food","Cobbler, pear","","2020-10-30"
"1101150","survey_fndds_food","Cobbler, plum","","2020-10-30"
"1101151","survey_fndds_food","Cobbler, rhubarb","","2020-10-30"
"1101152","survey_fndds_food","Crisp, apple, apple dessert","","2020-10-30"
"1101153","survey_fndds_food","Fritter, apple","","2020-10-30"
"1101154","survey_fndds_food","Fritter, banana","","2020-10-30"
"1101155","survey_fndds_food","Fritter, berry","","2020-10-30"
"1101156","survey_fndds_food","Crisp, blueberry","","2020-10-30"
"1101157","survey_fndds_food","Crisp, cherry","","2020-10-30"
"1101158","survey_fndds_food","Crisp, peach","","2020-10-30"
"1101159","survey_fndds_food","Cream puff, eclair, custard or cream filled, NS as to icing","","2020-10-30"
"1101160","survey_fndds_food","Cream puff, eclair, custard or cream filled, not iced","","2020-10-30"
"1101161","survey_fndds_food","Cream puff, eclair, custard or cream filled, iced","","2020-10-30"
"1101162","survey_fndds_food","Cream puff, eclair, custard or cream filled, iced, reduced fat","","2020-10-30"
"1101163","survey_fndds_food","Cream puff, no filling or icing","","2020-10-30"
"1101164","survey_fndds_food","Air filled fritter or fried puff, without syrup, Puerto Rican style","","2020-10-30"
"1101165","survey_fndds_food","Wheat flour fritter, without syrup","","2020-10-30"
"1101166","survey_fndds_food","Sopaipilla, without syrup or honey","","2020-10-30"
"1101167","survey_fndds_food","Sopaipilla with syrup or honey","","2020-10-30"
"1101168","survey_fndds_food","Crepe, NS as to filling","","2020-10-30"
"1101169","survey_fndds_food","Crepe, chocolate filled","","2020-10-30"
"1101170","survey_fndds_food","Crepe, fruit filled","","2020-10-30"
"1101171","survey_fndds_food","Tamale, sweet","","2020-10-30"
"1101172","survey_fndds_food","Tamale, sweet, with fruit","","2020-10-30"
"1101173","survey_fndds_food","Strudel, apple","","2020-10-30"
"1101174","survey_fndds_food","Strudel, berry","","2020-10-30"
"1101175","survey_fndds_food","Strudel, cherry","","2020-10-30"
"1101176","survey_fndds_food","Strudel, cheese","","2020-10-30"
"1101177","survey_fndds_food","Strudel, peach","","2020-10-30"
"1101178","survey_fndds_food","Strudel, cheese and fruit","","2020-10-30"
"1101179","survey_fndds_food","Baklava","","2020-10-30"
"1101180","survey_fndds_food","Basbousa","","2020-10-30"
"1101181","survey_fndds_food","Turnover or dumpling, apple","","2020-10-30"
"1101182","survey_fndds_food","Turnover or dumpling, berry","","2020-10-30"
"1101183","survey_fndds_food","Turnover or dumpling, cherry","","2020-10-30"
"1101184","survey_fndds_food","Turnover or dumpling, lemon","","2020-10-30"
"1101185","survey_fndds_food","Turnover or dumpling, peach","","2020-10-30"
"1101186","survey_fndds_food","Turnover, guava","","2020-10-30"
"1101187","survey_fndds_food","Turnover, pumpkin","","2020-10-30"
"1101188","survey_fndds_food","Pastry, fruit-filled","","2020-10-30"
"1101189","survey_fndds_food","Pastry, made with bean or lotus seed paste filling, baked","","2020-10-30"
"1101190","survey_fndds_food","Pastry, made with bean paste and salted egg yolk filling, baked","","2020-10-30"
"1101191","survey_fndds_food","Pastry, Chinese, made with rice flour","","2020-10-30"
"1101192","survey_fndds_food","Pastry, cookie type, fried","","2020-10-30"
"1101193","survey_fndds_food","Pastry, Italian, with cheese","","2020-10-30"
"1101194","survey_fndds_food","Pastry, puff","","2020-10-30"
"1101195","survey_fndds_food","Pastry, puff, custard or cream filled, iced or not iced","","2020-10-30"
"1101196","survey_fndds_food","Cheese pastry puffs","","2020-10-30"
"1101197","survey_fndds_food","Pastry, mainly flour and water, fried","","2020-10-30"
"1101198","survey_fndds_food","Empanada, Mexican turnover, fruit-filled","","2020-10-30"
"1101199","survey_fndds_food","Empanada,  Mexican turnover, pumpkin","","2020-10-30"
"1101200","survey_fndds_food","Breakfast pastry, NFS","","2020-10-30"
"1101201","survey_fndds_food","Danish pastry, plain or spice","","2020-10-30"
"1101202","survey_fndds_food","Danish pastry, with fruit","","2020-10-30"
"1101203","survey_fndds_food","Danish pastry, with cheese","","2020-10-30"
"1101204","survey_fndds_food","Doughnut, NFS","","2020-10-30"
"1101205","survey_fndds_food","Doughnut, cake type, plain","","2020-10-30"
"1101206","survey_fndds_food","Doughnut, chocolate","","2020-10-30"
"1101207","survey_fndds_food","Doughnut, cake type, powdered sugar","","2020-10-30"
"1101208","survey_fndds_food","Doughnut, cake type, with icing","","2020-10-30"
"1101209","survey_fndds_food","Doughnut, cake type, chocolate icing","","2020-10-30"
"1101210","survey_fndds_food","Doughnut, chocolate, with chocolate icing","","2020-10-30"
"1101211","survey_fndds_food","Doughnut holes","","2020-10-30"
"1101212","survey_fndds_food","Churros","","2020-10-30"
"1101213","survey_fndds_food","Beignet","","2020-10-30"
"1101214","survey_fndds_food","Doughnut, yeast type","","2020-10-30"
"1101215","survey_fndds_food","Doughnut, yeast type, with chocolate icing","","2020-10-30"
"1101216","survey_fndds_food","Doughnut, jelly","","2020-10-30"
"1101217","survey_fndds_food","Doughnut, custard-filled","","2020-10-30"
"1101218","survey_fndds_food","Doughnut, custard-filled, with icing","","2020-10-30"
"1101219","survey_fndds_food","Breakfast tart","","2020-10-30"
"1101220","survey_fndds_food","Breakfast tart, lowfat","","2020-10-30"
"1101221","survey_fndds_food","Coffee cake, crumb or quick-bread type","","2020-10-30"
"1101222","survey_fndds_food","Coffee cake, crumb or quick-bread type, with fruit","","2020-10-30"
"1101223","survey_fndds_food","Coffee cake, crumb or quick-bread type, cheese-filled","","2020-10-30"
"1101224","survey_fndds_food","Cereal or granola bar (General Mills Fiber One Chewy Bar)","","2020-10-30"
"1101225","survey_fndds_food","Cereal or granola bar (Kellogg's Nutri-Grain Cereal Bar)","","2020-10-30"
"1101226","survey_fndds_food","Cereal or granola bar (Kellogg's Nutri-Grain Yogurt Bar)","","2020-10-30"
"1101227","survey_fndds_food","Cereal or granola bar (Kellogg's Nutri-Grain Fruit and Nut Bar)","","2020-10-30"
"1101228","survey_fndds_food","Milk 'n Cereal bar","","2020-10-30"
"1101229","survey_fndds_food","Cereal or granola bar (Kellogg's Special K bar)","","2020-10-30"
"1101230","survey_fndds_food","Cereal or granola bar (Kashi Chewy)","","2020-10-30"
"1101231","survey_fndds_food","Cereal or granola bar (Kashi Crunchy)","","2020-10-30"
"1101232","survey_fndds_food","Cereal or granola bar (KIND Fruit and Nut Bar)","","2020-10-30"
"1101233","survey_fndds_food","Cereal or granola bar (General Mills Nature Valley Chewy Trail Mix)","","2020-10-30"
"1101234","survey_fndds_food","Cereal or granola bar, with yogurt coating (General Mills Nature Valley Chewy Granola Bar)","","2020-10-30"
"1101235","survey_fndds_food","Cereal or granola bar (General Mills Nature Valley Sweet and Salty Granola Bar)","","2020-10-30"
"1101236","survey_fndds_food","Cereal or granola bar (General Mills Nature Valley Crunchy Granola Bar)","","2020-10-30"
"1101237","survey_fndds_food","Cereal or granola bar (Quaker Chewy Granola Bar)","","2020-10-30"
"1101238","survey_fndds_food","Cereal or granola bar (Quaker Chewy 90 Calorie Granola Bar)","","2020-10-30"
"1101239","survey_fndds_food","Cereal or granola bar (Quaker Chewy 25% Less Sugar Granola Bar)","","2020-10-30"
"1101240","survey_fndds_food","Cereal or granola bar (Quaker Chewy Dipps Granola Bar)","","2020-10-30"
"1101241","survey_fndds_food","Cereal or granola bar (Quaker Granola Bites)","","2020-10-30"
"1101242","survey_fndds_food","Snack bar, oatmeal","","2020-10-30"
"1101243","survey_fndds_food","Cereal or Granola bar, NFS","","2020-10-30"
